imdb_id,title,year,rated,released,runtime,genre,director,writer,actors,language,country,imdb_rating,type
tt0045696,Don's Fountain of Youth,1953,Approved,30 May 1953,6 min,"Animation, Short, Comedy","Jack Hannah, Norman Ferguson, Clyde Geronimi","Ralph Wright, Ted Osborne, Al Taliaferro",Clarence Nash,English,United States,7.1,movie
tt0208101,Don't Look Under the Bed,1999,TV-PG,09 Oct 1999,100 min,"Family, Fantasy, Horror",Kenneth Johnson,Mark Edward Edens,"Erin Chambers, Ty Hodges, Robin Riker, Steve Valentine",English,United States,6.9,movie
tt0032401,Donald's Dog Laundry,1940,Approved,05 Apr 1940,8 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Chuck Couch, Ralph Wright","Lee Millar, Clarence Nash",English,United States,6.8,movie
tt0030069,Donald's Golf Game,1938,TV-PG,04 Nov 1938,8 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Jack Hannah, Ted Osborne",Clarence Nash,English,United States,6.8,movie
tt0035820,Donald's Tire Trouble,1943,,29 Jan 1943,7 min,"Family, Comedy, Animation",Dick Lundy,"Carl Barks, Harry Reeves",Clarence Nash,English,United States,6.8,movie
tt0038489,Double Dribble,1946,Approved,20 Dec 1946,7 min,"Animation, Short, Comedy","Jack Hannah, Jack Kinney","Bill Berg, Milt Banta",Pinto Colvig,English,United States,6.8,movie
tt0281905,Double Teamed,2002,TV-G,18 Jan 2002,93 min,"Biography, Drama, Family, Sport",Duwayne Dunham,"Douglas Penn (story), John Wierick (story), John Wierick (teleplay)","Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy",English,United States,6.1,movie
tt0187819,Doug's 1st Movie,1999,G,26 Mar 1999,77 min,"Animation, Adventure, Comedy",Maurice Joyce,"Ken Scarborough, Joe Aaron, Jim Jinkins","Thomas McHugh, Fred Newman, Chris Phillips",English,United States,5.0,movie
tt3593456,"Dr. Oakley, Yukon Vet",2014–,TV-PG,04 Apr 2014,,Reality-TV,,,"Michelle Oakley, Zac Fine, Matthew Leo Hunter",English,United States,8.3,series
tt11151654,"Dr. T, Lone Star Vet",2019–,,13 Oct 2019,,Reality-TV,,,"Chris Payne Gilbert, Lauren Thielen, Maryanne Farmer",English,United States,8.4,series
tt0046932,Dragon Around,1954,Approved,16 Jul 1954,7 min,"Family, Comedy, Animation",Jack Hannah,"Nick George, Roy Williams","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,7.1,movie
tt7823038,Drain Alcatraz,2017,TV-14,19 Dec 2017,47 min,Documentary,Wayne Abbott,Christopher Blow,"Craig Sechler, Russell Boulter, John A. Martini, John Cantwell",English,United States,6.0,movie
tt4266692,Drain the Bermuda Triangle,2014,TV-PG,07 Dec 2014,44 min,"Documentary, Short",Jobim Sampson,"Jobim Sampson, Christopher Blow","Craig Sechler, Russell Boulter, Philippe Rouja",English,United States,6.4,movie
tt3738576,Drain the Great Lakes,2011,TV-G,01 Dec 2011,47 min,Documentary,"Wayne Abbott, Crispin Sadler","Wayne Abbott, Jeremy Evans, Crispin Sadler","Cham Giobbi, Nigel Wattrus, Steve Blasco, John O'Shea",English,"UK, Canada, USA",6.9,movie
tt6141006,Drain the Ocean: WWII,2016,TV-PG,19 Sep 2016,44 min,History,Mike Slee,Mike Slee,"Russell Boulter, James Delgado, Herbert Weatherwax, Scott Pawlowski",English,United States,7.0,movie
tt8676618,Drain the Oceans,2018–,TV-PG,28 May 2018,47 min,"Documentary, History, Mystery",,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, James Delgado",English,"United Kingdom, Australia",7.6,series
tt7964284,Drain the Sunken Pirate City,2017,TV-14,09 Jul 2017,47 min,Documentary,Sophie Elwin-Harris,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, Jon Henderson, Ronald Hutton",English,United Kingdom,6.4,movie
tt4743564,Drain the Titanic,2015,,,46 min,Documentary,Wayne Abbott,"Wayne Abbott, Christopher Blow, Max Salomon","Russell Boulter, Brad Cartner, Kenneth Vrana",English,"United Kingdom, Canada, United States",6.4,movie
tt5531466,DuckTales,2017–2021,TV-Y,12 Aug 2017,21 min,"Animation, Action, Adventure",,"Francisco Angones, Matt Youngberg","David Tennant, Ben Schwartz, Danny Pudi",English,United States,8.2,series
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990,G,03 Aug 1990,74 min,"Animation, Adventure, Comedy",Bob Hathcock,"Alan Burnett, Carl Barks, Ted Osborne","Alan Young, Christopher Lloyd, Terence McGovern",English,"France, United States",6.9,movie
tt1537759,Dug's Special Mission,2009,TV-PG,10 Nov 2009,5 min,"Animation, Short, Comedy, Family",Ronnie Del Carmen,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",English,United States,7.0,movie
tt3861390,Dumbo,2019,PG,29 Mar 2019,112 min,"Adventure, Family, Fantasy",Tim Burton,"Ehren Kruger, Helen Aberson, Harold Pearl","Colin Farrell, Michael Keaton, Danny DeVito","English, French","United States, United Kingdom, Australia, Canada",6.3,movie
tt7008868,Earth Live,2017,,09 Jul 2017,,Documentary,Glenn Weiss,"Lewis Friedman, Ann Slichter, Grant Taylor","Jane Lynch, Phil Keoghan",English,United States,5.5,movie
tt1455430,Easter Island Underworld,2009,,09 Jun 2009,120 min,Documentary,Geoffrey Luck,"Geoffrey Luck, Robert Zakin",Peter Coyote,,,7.4,episode
tt0365149,Eddie's Million Dollar Cook-Off,2003,TV-G,18 Jul 2003,110 min,"Comedy, Family, Sport",Paul Hoen,"Jack Jason (story), Rick Bitzelberger (story), Dan Berendsen (story), Dan Berendsen (teleplay)","Taylor Ball, Orlando Brown, Reiley McClendon, Mark L. Taylor",English,United States,6.1,movie
tt0397313,Eight Below,2006,PG,17 Feb 2006,120 min,"Adventure, Drama, Family",Frank Marshall,"David DiGilio, Toshirô Ishidô, Koreyoshi Kurahara","Paul Walker, Jason Biggs, Bruce Greenwood",English,"United States, Canada, Antarctica",7.3,movie
tt4549142,Elena of Avalor,2016–2020,TV-Y,22 Jul 2016,24 min,"Animation, Action, Adventure",,Craig Gerber,"Aimee Carrero, Jenna Ortega, Christian Lanz",English,United States,6.4,series
tt12036052,Elephant,2020,G,03 Apr 2020,86 min,"Documentary, Adventure, Biography","Mark Linfield, Vanessa Berlowitz, Alastair Fothergill","Mark Linfield, David Fowler",Meghan Markle,English,United States,7.2,movie
tt0027569,Elmer Elephant,1936,Approved,28 Mar 1936,9 min,"Animation, Short, Comedy",Wilfred Jackson,"Earl Hurd, Bianca Majolie, Ted Sears","Pinto Colvig, Bernice Hansen, Clarence Nash",English,United States,6.9,movie
tt0058056,Emil and the Detectives,1964,Approved,18 Dec 1964,99 min,"Comedy, Crime, Drama",Peter Tewksbury,"AJ Carothers, Erich Kästner","Walter Slezak, Bryan Russell, Roger Mobley",English,United States,6.2,movie
tt0416716,Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004,,20 Sep 2004,151 min,"Documentary, History, Sci-Fi","Edith Becker, Kevin Burns",Ed Singer,"Robert Clotworthy, Walter Cronkite, George Lucas, Steven Spielberg",English,United States,8.3,movie
tt7759016,Encore!,2019–2020,TV-PG,12 Nov 2019,60 min,"Musical, Reality-TV",,,"Kristen Bell, Matt Fowler, Adam Wachter",English,United States,7.7,series
tt0072951,Escape to Witch Mountain,1975,G,21 Mar 1975,97 min,"Adventure, Family, Fantasy",John Hough,"Robert Malcolm Young, Alexander Key","Eddie Albert, Ray Milland, Donald Pleasence",English,United States,6.4,movie
tt0206511,Even Stevens,2000–2003,TV-G,17 Jun 2000,30 min,"Comedy, Family",,Matt Dearborn,"Shia LaBeouf, Christy Carlson Romano, A.J. Trauth",English,United States,7.6,series
tt10719984,Expedition Amelia,2019,,20 Oct 2019,95 min,"Documentary, History",Chad Cohen,"Chad Cohen, Eleanor Grant (additional writer)","Allison Janney, Amelia Earhart, Robert Ballard, Columbia McCaleb",,United States,7.2,movie
tt6279452,Expedition Mars,2016,,16 Nov 2016,88 min,Documentary,Mark Davis,Mark Davis,"John Callas, Rob Manning, Jake Matijevic, Steve Squyres",English,United States,7.7,movie
tt6974848,Disney's Fairy Tale Weddings,2017–2020,TV-PG,11 Dec 2017,63 min,Reality-TV,,"Jenny Daly, Simon Lythgoe, Ann Lewis Roberts","Stephen Boss, Allison Holker, Ashley Eckstein",English,United States,6.7,series
tt0187635,Fantastic Four,1994–1996,,24 Sep 1994,22 min,"Animation, Action, Sci-Fi",,"Stan Lee, Jack Kirby","Beau Weaver, Lori Alan, Quinton Flynn",English,United States,6.5,series
tt0830298,Fantastic Four: World's Greatest Heroes,2006–2010,TV-Y7,02 Sep 2006,30 min,"Animation, Action, Family",,,"Hiro Kanagawa, Lara Gilchrist, Christopher Jacot",English,United States,6.7,series
tt0030128,Ferdinand the Bull,1938,Approved,25 Nov 1938,8 min,"Animation, Short, Comedy",Dick Rickard,"Munro Leaf, Robert Lawson, Vernon Stallings","Don Wilson, Walt Disney, Milt Kahl",English,United States,7.2,movie
tt0266543,Finding Nemo,2003,G,30 May 2003,100 min,"Animation, Adventure, Comedy","Andrew Stanton, Lee Unkrich","Andrew Stanton, Bob Peterson, David Reynolds","Albert Brooks, Ellen DeGeneres, Alexander Gould",English,United States,8.1,movie
tt0116311,First Kid,1996,PG,30 Aug 1996,101 min,"Comedy, Family",David Mickey Evans,Tim Kelleher,"Sinbad, Brock Pierce, Blake Boyd",English,United States,5.3,movie
tt1725902,Fish Hooks,2010–2014,TV-G,28 Aug 2010,22 min,"Animation, Adventure, Comedy",,"Noah Jones, Alex Hirsch, William Reiss","Chelsea Kane, Justin Roiland, Kyle Massey",English,United States,4.8,series
tt0091059,Flight of the Navigator,1986,PG,01 Aug 1986,90 min,"Adventure, Comedy, Family",Randal Kleiser,"Mark H. Baker, Michael Burton, Phil Joanou","Joey Cramer, Paul Reubens, Cliff De Young",English,United States,6.9,movie
tt9536846,Float,2019,PG,12 Nov 2019,7 min,"Animation, Short, Drama",Bobby Rubio,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson",English,United States,7.3,movie
tt0022899,Flowers and Trees,1932,Approved,30 Jul 1932,8 min,"Animation, Short, Comedy",Burt Gillett,,"Pinto Colvig, Walt Disney, Esther Campbell",English,United States,7.3,movie
tt0248808,For the Birds,2000,G,02 Nov 2001,3 min,"Animation, Short, Comedy",Ralph Eggleston,Ralph Eggleston,Ralph Eggleston,None,United States,8.0,movie
tt11194650,What is Cheese?,2020,,03 Jan 2020,3 min,"Animation, Short, Comedy",Bob Peterson,Bob Peterson,"Tony Hale, Jeff Garlin, Bob Peterson",English,United States,,episode
tt11194652,What is Reading?,2020,,10 Jan 2020,4 min,"Animation, Short, Comedy",Bob Peterson,Bob Peterson,"Tony Hale, Addison Andrews, Mila Crespo",English,United States,,episode
tt0113104,Frank and Ollie,1995,PG,20 Oct 1995,89 min,Documentary,Theodore Thomas,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer",English,United States,7.7,movie
tt1142977,Frankenweenie,2012,PG,05 Oct 2012,87 min,"Animation, Comedy, Family",Tim Burton,"Leonard Ripps, Tim Burton, John August","Winona Ryder, Catherine O'Hara, Martin Short",English,United States,6.9,movie
tt0087291,Frankenweenie,1984,PG,21 Dec 1984,29 min,"Short, Comedy, Drama",Tim Burton,"Tim Burton, Leonard Ripps","Shelley Duvall, Daniel Stern, Barret Oliver",English,United States,7.3,movie
tt0076054,Freaky Friday,1976,G,21 Jan 1977,95 min,"Comedy, Family, Fantasy",Gary Nelson,Mary Rodgers,"Barbara Harris, Jodie Foster, John Astin",English,United States,6.3,movie
tt0322330,Freaky Friday,2003,PG,06 Aug 2003,97 min,"Comedy, Family, Fantasy",Mark Waters,"Mary Rodgers, Heather Hach, Leslie Dixon","Jamie Lee Curtis, Lindsay Lohan, Mark Harmon","English, Mandarin",United States,6.2,movie
tt7631348,Freaky Friday,2018,TV-G,10 Aug 2018,90 min,"Comedy, Fantasy, Musical",Steve Carr,"Bridget Carpenter (musical book), Bridget Carpenter (screenplay), Mary Rodgers (based on a children's book by), Brian Yorkey (musical book)","Cozi Zuehlsdorff, Heidi Blickenstaff, Jason Maybaum, Alex Désert",English,United States,3.7,movie
tt7775622,Free Solo,2018,PG-13,13 Dec 2018,100 min,"Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi",,"Alex Honnold, Tommy Caldwell, Jimmy Chin",English,United States,8.2,movie
tt1865368,Frenemies,2012,TV-G,13 Jan 2012,87 min,"Comedy, Drama, Family",Daisy von Scherler Mayer,"Alexa Young (based on a novel by), Dava Savel (teleplay by), Dava Savel (television story by), Wendy Weiner (teleplay by), Dava Savel (teleplay by), James Krieg (teleplay by), James Krieg (television story by)","Bella Thorne, Zendaya, Mary Mouser, Nick Robinson",English,United States,5.1,movie
tt2294629,Frozen,2013,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff","English, Norwegian","United States, Norway",7.4,movie
tt4520988,Frozen II,2019,PG,22 Nov 2019,103 min,"Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Josh Gad",English,United States,6.8,movie
tt0382142,Full-Court Miracle,2003,TV-G,21 Nov 2003,90 min,"Drama, Family, Sport",Stuart Gillard,"Joel Silverman, Joel Kauffmann, Donald C. Yost","Alex D. Linz, Richard T. Jones, R.H. Thomson, Sean Marquette",English,United States,5.8,movie
tt0039404,Fun & Fancy Free,1947,Approved,12 Mar 1948,73 min,"Animation, Adventure, Comedy","Jack Kinney, Hamilton Luske, William Morgan","Homer Brightman, Harry Reeves, Ted Sears","Edgar Bergen, Dinah Shore, Luana Patten",English,United States,6.5,movie
tt0286639,Fuzzbucket,1986,,18 May 1986,46 min,"Adventure, Comedy, Family",Mick Garris,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips",English,United States,7.6,movie
tt0436339,G-Force,2009,PG,24 Jul 2009,88 min,"Animation, Action, Adventure",Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley, Hoyt Yeatman","Will Arnett, Penélope Cruz, Zach Galifianakis","English, Spanish",United States,5.1,movie
tt0108783,Gargoyles,1994–1996,TV-Y7,24 Oct 1994,30 min,"Animation, Action, Adventure",,Greg Weisman,"Keith David, Salli Richardson-Whitfield, Jeff Bennett",English,United States,8.1,series
tt1835977,Geek Charming,2011,TV-G,11 Nov 2011,94 min,"Comedy, Drama, Family, Romance",Jeffrey Hornaday,"Robin Palmer (based on the novel by), Elizabeth Hackett (teleplay by), Hilary Galanoy (teleplay by)","Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols",English,United States,6.4,movie
tt0193187,Genius,1999,TV-G,21 Aug 1999,82 min,"Comedy, Family, Romance, Sci-Fi",Rod Daniel,"John Rieck (story), John Rieck (teleplay), Jim Lincoln (teleplay), Dan Studney (teleplay)","Trevor Morgan, Emmy Rossum, Charles Fleischer, Yannick Bisson",English,United States,6.2,movie
tt0119190,George of the Jungle,1997,PG,16 Jul 1997,92 min,"Action, Adventure, Comedy",Sam Weisman,"Jay Ward, Dana Olsen, Audrey Wells","Brendan Fraser, Leslie Mann, Thomas Haden Church","English, Spanish",United States,5.5,movie
tt0322389,George of the Jungle 2,2003,PG,20 Oct 2003,87 min,"Adventure, Comedy, Family",David Grossman,"Jordan Moffet, Bill Scott (television series), Jay Ward (based upon characters created by)","Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church",English,"USA, Australia",3.4,movie
tt0131409,Geri's Game,1997,G,25 Nov 1997,4 min,"Animation, Short, Family",Jan Pinkava,Jan Pinkava,Bob Peterson,None,United States,7.9,movie
tt0282521,Get a Clue,2002,TV-G,20 Jul 2002,83 min,"Comedy, Crime, Family, Mystery",Maggie Greenwald,Alana Sanko,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song",English,United States,5.1,movie
tt2543796,Girl Meets World,2014–2017,TV-G,27 Jun 2014,23 min,"Comedy, Drama, Family",,"Michael Jacobs, April Kelly","Rowan Blanchard, Sabrina Carpenter, Ben Savage",English,United States,7.2,series
tt0385726,Glory Road,2006,PG,13 Jan 2006,118 min,"Biography, Drama, Sport",James Gartner,"Christopher Cleveland, Bettina Gilois","Josh Lucas, Derek Luke, Austin Nichols",English,United States,7.2,movie
tt0447987,Go Figure,2005,TV-G,10 Jun 2005,88 min,"Action, Comedy, Drama, Family, Romance, Sport",Francine McDougall,"Patrick J. Clifton, Beth Rigazio","Jordan Danger, Whitney Sloan, Cristine Rose, Ryan Malgarini",English,United States,5.7,movie
tt0399104,Going to the Mat,2004,G,19 Mar 2004,120 min,"Drama, Family, Sport",Stuart Gillard,"Chris Nolan (story), Laurie Nolan (story), Chris Nolan (teleplay), Laurie Nolan (teleplay), Steve Bloom (teleplay), Stu Krieger (teleplay)","Andrew Lawrence, Khleo Thomas, Alessandra Torresani, Wayne Brady",English,United States,6.9,movie
tt1415889,Good Luck Charlie,2010–2014,TV-G,04 Apr 2010,22 min,"Comedy, Drama, Family",,"Phil Baker, Drew Vaupen","Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry",English,United States,7.0,series
tt1828976,"Good Luck Charlie, It's Christmas!",2011,TV-G,02 Dec 2011,90 min,"Comedy, Drama, Family",Arlene Sanford,"Phil Baker (creator), Drew Vaupen (creator), Geoff Rodkey","Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry, Mia Talerico","English, Korean",United States,6.4,movie
tt0103428,Goof Troop,1992–1993,TV-Y,05 Sep 1992,30 min,"Animation, Short, Adventure",,,"Rob Paulsen, April Winchell, Jim Cummings",English,United States,6.8,series
tt9165706,Gordon Ramsay: Uncharted,2019–,TV-14,21 Jul 2019,60 min,"Adventure, Reality-TV",,,"Gordon Ramsay, Sheldon Simeon, Michelle Costello",English,United States,7.8,series
tt0299943,Gotta Kick It Up!,2002,TV-G,26 Jul 2002,78 min,"Comedy, Drama, Family",Ramón Menéndez,"Meghan Cole (story), Nancy De Los Santos (story), Nancy De Los Santos (teleplay), Ramón Menéndez (teleplay), Tom Musca (teleplay), Stu Krieger (teleplay)","Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez",English,United States,5.8,movie
tt0025200,The Grasshopper and the Ants,1934,Approved,10 Feb 1934,8 min,"Animation, Short, Comedy",Wilfred Jackson,"Aesop, Pinto Colvig, William Cottrell","Dorothy Compton, Pinto Colvig",English,United States,7.3,movie
tt1769803,Great Migrations,2010–,TV-PG,07 Nov 2010,45 min,Documentary,,,"Tarkan, Alec Baldwin, Stephen Fry",English,United States,8.1,series
tt0054944,Greyfriars Bobby: The True Story of a Dog,1961,Approved,17 Jul 1961,87 min,"Drama, Family",Don Chaffey,"Robert Westerby, Eleanor Atkinson","Donald Crisp, Laurence Naismith, Alex Mackenzie",English,United States,7.3,movie
tt0074599,Gus,1976,G,07 Jul 1976,96 min,"Comedy, Family, Sport",Vincent McEveety,"Ted Key, Arthur Alsberg, Don Nelson","Edward Asner, Don Knotts, Gary Grimes",English,United States,5.9,movie
tt0067172,Hacksaw,1971,TV-PG,26 Sep 1971,89 min,Family,Larry Lansburgh,"Larry Lansburgh Jr. (story by), Dick Spencer III (teleplay by)","Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin",English,United States,6.0,movie
tt0173886,Halloweentown,1998,TV-G,17 Oct 1998,84 min,"Adventure, Comedy, Family, Fantasy",Duwayne Dunham,"Paul Bernbaum (story), Paul Bernbaum (teleplay), Jon Cooksey (teleplay), Ali Marie Matheson (teleplay)","Debbie Reynolds, Kimberly J. Brown, Judith Hoag, Joey Zimmerman",English,United States,6.7,movie
tt0414078,Halloweentown High,2004,TV-G,08 Oct 2004,82 min,"Comedy, Family, Fantasy",Mark A.Z. Dippé,"Paul Bernbaum (characters), Dan Berendsen (teleplay)","Kimberly J. Brown, Debbie Reynolds, Judith Hoag, Joey Zimmerman",English,United States,6.2,movie
tt0274761,Halloweentown II: Kalabar's Revenge,2001,TV-PG,12 Oct 2001,81 min,"Adventure, Family, Fantasy",Mary Lambert,"Jon Cooksey, Ali Marie Matheson, Paul Bernbaum (based on characters created by)","Kimberly J. Brown, Judith Hoag, Daniel Kountz, Joey Zimmerman",English,United States,6.4,movie
tt0451460,Handy Manny,2006–2013,TV-Y,16 Sep 2006,24 min,"Animation, Comedy, Family",,"Roger Bollen, Marilyn Sadler, Richard Gitelson","Wilmer Valderrama, Dee Bradley Baker, Nancy Truman","English, Spanish","United States, Canada",5.6,series
tt0493093,Hannah Montana,2006–2011,TV-G,24 Mar 2006,23 min,"Comedy, Family, Music",,"Richard Correll, Barry O'Brien, Michael Poryes","Miley Cyrus, Emily Osment, Jason Earles",English,United States,5.2,series
tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,G,01 Feb 2008,74 min,"Documentary, Music",Bruce Hendricks,"Michael Poryes, Richard Correll, Barry O'Brien","Miley Cyrus, The Jonas Brothers, Kenny Ortega",English,United States,2.5,movie
tt1222818,Hatching Pete,2009,TV-G,24 Apr 2009,90 min,"Comedy, Family",Stuart Gillard,Paul W. Cooper,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren",English,United States,5.4,movie
tt0028981,Hawaiian Holiday,1937,Passed,24 Sep 1937,8 min,"Animation, Short, Comedy",Ben Sharpsteen,Vernon Stallings,"Pinto Colvig, Walt Disney, Marcellite Garner",English,United States,7.0,movie
tt2746314,Henry Hugglemonster,2013–2015,TV-Y,15 Apr 2013,22 min,"Animation, Adventure, Family",,Niamh Sharkey,"Lara Jill Miller, Hynden Walch, Tom Kenny","English, Korean","Ireland, United Kingdom, United States, South Korea, Canada",5.3,series
tt0080861,Herbie Goes Bananas,1980,G,25 Jun 1980,100 min,"Adventure, Comedy, Family",Vincent McEveety,"Don Tait, Gordon Buford","Charles Martin Smith, Stephen W. Burns, Cloris Leachman","English, Spanish",United States,5.0,movie
tt0076137,Herbie Goes to Monte Carlo,1977,G,24 Jun 1977,105 min,"Action, Adventure, Comedy",Vincent McEveety,"Arthur Alsberg, Don Nelson, Gordon Buford","Dean Jones, Don Knotts, Julie Sommars","English, French",United States,5.7,movie
tt0071607,Herbie Rides Again,1974,G,06 Jun 1974,88 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh, Gordon Buford","Helen Hayes, Ken Berry, Stefanie Powers",English,United States,5.7,movie
tt0400497,Herbie Fully Loaded,2005,G,22 Jun 2005,101 min,"Adventure, Comedy, Family",Angela Robinson,"Thomas Lennon, Robert Ben Garant, Alfred Gough","Lindsay Lohan, Michael Keaton, Cheryl Hines",English,United States,4.8,movie
tt0119282,Hercules,1997,G,27 Jun 1997,93 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods","English, Spanish, Greek","United States, France",7.3,movie
tt0962726,High School Musical 3: Senior Year,2008,G,24 Oct 2008,112 min,"Comedy, Drama, Family",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale",English,United States,4.9,movie
tt8510382,High School Musical: The Musical - The Series,2019–,TV-PG,12 Nov 2019,31 min,"Comedy, Drama, Musical",,Tim Federle,"Olivia Rodrigo, Joshua Bassett, Matt Cornett",English,United States,7.3,series
tt11448424,High School Musical: The Musical: The Series: The Special,2019,TV-G,20 Dec 2019,23 min,Documentary,Clayton Cogswell,,"Joshua Bassett, Corbin Bleu, Matt Cornett, Tim Federle",English,United States,7.2,movie
tt0107120,Hocus Pocus,1993,PG,16 Jul 1993,96 min,"Comedy, Family, Fantasy",Kenny Ortega,"David Kirschner, Mick Garris, Neil Cuthbert","Bette Midler, Sarah Jessica Parker, Kathy Najimy","English, French",United States,6.9,movie
tt0311289,Holes,2003,PG,18 Apr 2003,117 min,"Adventure, Comedy, Drama",Andrew Davis,Louis Sachar,"Shia LaBeouf, Sigourney Weaver, Jon Voight",English,United States,7.0,movie
tt0119303,Home Alone 3,1997,PG,12 Dec 1997,102 min,"Action, Comedy, Crime",Raja Gosnell,John Hughes,"Alex D. Linz, Olek Krupa, Rya Kihlstedt","English, Polish",United States,4.5,movie
tt0299172,Home on the Range,2004,PG,02 Apr 2004,76 min,"Animation, Adventure, Comedy","Will Finn, John Sanford","Will Finn, John Sanford, Michael LaBash","Judi Dench, Cuba Gooding Jr., Jennifer Tilly","English, Mandarin",United States,5.4,movie
tt0116552,Homeward Bound II: Lost in San Francisco,1996,G,08 Mar 1996,88 min,"Adventure, Comedy, Family",David R. Ellis,"Chris Hauty, Julie Hickson, Sheila Burnford","Michael J. Fox, Sally Field, Ralph Waite",English,United States,6.0,movie
tt0104437,"Honey, I Blew Up the Kid",1992,PG,17 Jul 1992,89 min,"Adventure, Comedy, Family",Randal Kleiser,"Stuart Gordon, Brian Yuzna, Ed Naha","Rick Moranis, Marcia Strassman, Robert Oliveri",English,United States,4.9,movie
tt0119310,"Honey, We Shrunk Ourselves!",1997,PG,18 Mar 1997,74 min,"Action, Adventure, Comedy, Family, Sci-Fi",Dean Cundey,"Stuart Gordon (based on characters created by), Brian Yuzna (based on characters created by), Ed Naha (based on characters created by), Karey Kirkpatrick, Nell Scovell, Joel Hodgson","Rick Moranis, Eve Gordon, Bug Hall, Robin Bartlett",English,United States,5.0,movie
tt0219813,Horse Sense,1999,TV-G,20 Nov 1999,92 min,"Drama, Family",Greg Beeman,"Chad Hayes, Carey W. Hayes","Joey Lawrence, Andrew Lawrence, Susan Walters, M.C. Gainey",English,United States,6.2,movie
tt8390274,Hostile Planet,2019,,01 Apr 2019,47 min,Documentary,,,Bear Grylls,English,United States,8.3,series
tt0274557,Hounded,2001,TV-G,01 Apr 2001,91 min,"Comedy, Drama, Family",Neal Israel,"Don Calame, Chris Conroy","Tahj Mowry, Craig Kirkwood, Shia LaBeouf, Ed Begley Jr.",English,United States,5.0,movie
tt5648768,How Dogs Got Their Shapes,2016,,17 Apr 2016,44 min,Documentary,Keith Haskel,"Keith Haskel, Stan Hsue (developed by), Timothy Kuryak (developed by), Joseph Stanton (developed by)",,English,United States,6.8,movie
tt3098874,How to Build a Better Boy,2014,TV-G,15 Aug 2014,90 min,"Comedy, Family, Sci-Fi",Paul Hoen,Jason Mayland,"China Anne McClain, Kelli Berglund, Marshall Williams, Matt Shively","English, French",United States,5.4,movie
tt0034873,How to Fish,1942,Approved,04 Dec 1942,7 min,"Comedy, Family, Animation",Jack Kinney,,John McLeish,English,United States,7.0,movie
tt0034874,How to Play Baseball,1942,Approved,04 Sep 1942,8 min,"Animation, Short, Comedy",Jack Kinney,"Dick Kinney, Sylvia Moberly-Holland",Fred Shields,English,United States,7.3,movie
tt0036933,How to Play Football,1944,Approved,15 Sep 1944,7 min,"Animation, Short, Comedy",Jack Kinney,"Rex Cox, Harry Reeves","Billy Bletcher, Pinto Colvig",English,United States,7.2,movie
tt0034875,How to Swim,1942,Approved,23 Oct 1942,8 min,"Animation, Short, Comedy",Jack Kinney,"Webb Smith, Ralph Wright",John McLeish,English,United States,7.1,movie
tt2455514,Hulk and the Agents of S.M.A.S.H.,2013–2015,TV-Y7,11 Aug 2013,23 min,"Animation, Action, Adventure",,,"Fred Tatasciore, Clancy Brown, Seth Green",English,United States,6.1,series
tt0155753,I'll Be Home for Christmas,1998,PG,13 Nov 1998,86 min,"Comedy, Family",Arlene Sanford,"Tom Nursall, Harris Goldberg, Michael Allin","Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna",English,"United States, Canada",5.5,movie
